authority.vice,authority.virtue,care.vice,care.virtue,fairness.vice,fairness.virtue,loyalty.vice,loyalty.virtue,moral,sanctity.vice,sanctity.virtue
0.0,0.0,0.02564102564102564,0.007326007326007326,0.0,0.003663003663003663,0.003663003663003663,0.0,0.003663003663003663,0.0,0.0
0.0,0.013986013986013986,0.0034965034965034965,0.0034965034965034965,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0
0.0,0.003289473684210526,0.013157894736842105,0.0,0.0,0.003289473684210526,0.0,0.003289473684210526,0.0,0.003289473684210526,0.0
0.003115264797507788,0.009345794392523364,0.003115264797507788,0.0,0.0,0.0,0.0,0.018691588785046728,0.003115264797507788,0.0,0.0
0.0021231422505307855,0.012738853503184714,0.006369426751592357,0.008492569002123142,0.0021231422505307855,0.0,0.0,0.01910828025477707,0.004246284501061571,0.0,0.0
0.0029498525073746312,0.017699115044247787,0.014749262536873156,0.0,0.0,0.0058997050147492625,0.0,0.008849557522123894,0.011799410029498525,0.0029498525073746312,0.0
0.0,0.005917159763313609,0.007889546351084813,0.03353057199211045,0.0,0.0,0.0,0.011834319526627219,0.0,0.0019723865877712033,0.0
0.0,0.0022675736961451248,0.0022675736961451248,0.022675736961451247,0.0,0.0,0.0,0.0045351473922902496,0.0022675736961451248,0.0,0.0
0.0,0.003105590062111801,0.0,0.0,0.0,0.037267080745341616,0.0,0.024844720496894408,0.0,0.0,0.0
0.0,0.010899182561307902,0.0,0.0,0.0027247956403269754,0.0,0.0,0.005449591280653951,0.0,0.0,0.0
0.0,0.007957559681697613,0.013262599469496022,0.005305039787798408,0.0,0.0,0.002652519893899204,0.015915119363395226,0.0,0.0,0.0
0.0,0.004555808656036446,0.004555808656036446,0.02050113895216401,0.0,0.0,0.0,0.002277904328018223,0.0,0.0,0.0
0.0,0.01876172607879925,0.001876172607879925,0.005628517823639775,0.0,0.0,0.0,0.0,0.01125703564727955,0.0,0.0
0.0,0.008021390374331552,0.0053475935828877,0.00267379679144385,0.0,0.0,0.00267379679144385,0.0053475935828877,0.0,0.0,0.008021390374331552
0.0015527950310559005,0.015527950310559006,0.03571428571428571,0.0015527950310559005,0.0,0.003105590062111801,0.004658385093167702,0.010869565217391304,0.003105590062111801,0.0,0.0
0.0136986301369863,0.005479452054794521,0.005479452054794521,0.0,0.0,0.00821917808219178,0.0027397260273972603,0.019178082191780823,0.005479452054794521,0.0,0.0
0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.0,0.0,0.0031847133757961785,0.0
0.0038314176245210726,0.007662835249042145,0.007662835249042145,0.0,0.0,0.0,0.0,0.007662835249042145,0.0,0.0038314176245210726,0.0
0.0,0.004629629629629629,0.027777777777777776,0.006944444444444444,0.0,0.0,0.0023148148148148147,0.004629629629629629,0.004629629629629629,0.0,0.0
0.0,0.00911854103343465,0.00303951367781155,0.015197568389057751,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0
0.0,0.010309278350515464,0.05412371134020619,0.01288659793814433,0.0,0.0,0.007731958762886598,0.01288659793814433,0.0,0.0,0.0
0.0,0.0,0.002257336343115124,0.004514672686230248,0.0,0.0,0.0,0.01580135440180587,0.002257336343115124,0.0,0.0
0.0,0.006688963210702341,0.0,0.006688963210702341,0.0,0.0,0.0,0.006688963210702341,0.008361204013377926,0.0016722408026755853,0.0016722408026755853
0.0,0.01904761904761905,0.016666666666666666,0.02619047619047619,0.0,0.004761904761904762,0.004761904761904762,0.011904761904761904,0.0,0.0,0.0
0.0,0.0,0.01358695652173913,0.0,0.0,0.0,0.0,0.002717391304347826,0.0,0.0,0.0
0.0,0.004357298474945534,0.002178649237472767,0.002178649237472767,0.0,0.0,0.0,0.004357298474945534,0.004357298474945534,0.0,0.0
0.0,0.0,0.0021321961620469083,0.0042643923240938165,0.0021321961620469083,0.006396588486140725,0.0,0.019189765458422176,0.0021321961620469083,0.0,0.0
